Date,RollingSharpe_36M,RollingSharpe_1Y
2014-09-30,0.678585898382185,1.5190949783012733
2014-10-01,0.6162780632421817,1.358016327380233
2014-10-02,0.6237256481460781,1.2058558706068374
2014-10-07,0.5591546134092974,0.9606484575568738
2014-10-08,0.5869583558991259,1.1130689779906047
2014-10-09,0.5329021965041444,0.9915046851387768
2014-10-10,0.4611117902675316,0.6816352222868224
2014-10-13,0.4246338418814104,0.5248272462658452
2014-10-14,0.426824191120893,0.5782831541449233
2014-10-15,0.4374582555632764,0.3944093060068782
2014-10-16,0.4240687946329202,0.30119781634284853
2014-10-17,0.4682102265251495,0.45357681020758783
2014-10-20,0.49153972784218275,0.5836659510391631
2014-10-21,0.5822697099869862,0.7755011547477783
2014-10-22,0.5900727449240302,0.8315001624356164
2014-10-23,0.7069507653812259,0.8899352112488015
2014-10-24,0.7614381790236812,1.0139781630801727
2014-10-27,0.8950277577071639,1.058410105723928
2014-10-28,0.8398161400853353,1.1245423603570033
2014-10-29,0.913143272645346,1.1215417784557216
2014-10-30,0.8309634755352447,1.1569620023871503
2014-10-31,0.8487935545922618,1.419360449216977
2014-11-03,0.8279831888413571,1.4469430126692175
2014-11-04,0.8507725142283626,1.2905990112574544
2014-11-05,0.8720181902584474,1.3102254321643754
2014-11-06,0.9902486327241121,1.2537450990716703
2014-11-07,1.0240983489215834,1.2641228805903368
2014-11-10,1.0335656243009703,1.2239263140973122
2014-11-11,0.9881495367414045,1.2056723884845473
2014-11-12,0.976868874490607,1.0546889031557152
2014-11-13,1.0188440786669668,1.0024420397666065
2014-11-14,0.9968405593690143,1.005036732832306
2014-11-17,0.9342969383114049,1.0365130393980047
2014-11-18,0.9291862138559396,1.0587427313641282
2014-11-19,0.9480472228459547,0.9634838907960229
2014-11-20,0.9956283540171222,0.9556487128810215
2014-11-21,0.9516930729263955,1.0053575812432718
2014-11-24,0.9581636666989426,0.9919934581713655
2014-11-25,1.0007599149282818,1.0578909108871
2014-11-26,1.0098645031368458,1.1033714957202287
2014-12-01,0.9735070619927815,1.0162767102146149
2014-12-02,0.969473699775038,0.9863318361345771
2014-12-03,0.9481029928575665,1.0031448219708736
2014-12-04,0.9371186514677398,1.0853437142414089
2014-12-05,0.9486770769475104,1.0192530121873984
2014-12-08,0.932668475745134,0.9538408381605648
2014-12-09,0.9601876978828496,0.8762754903327268
2014-12-10,1.01059383004383,0.6921561861419406
2014-12-11,0.9742788599003985,0.6241043799547131
2014-12-12,0.8831891672994597,0.40972042643941464
2014-12-15,0.8201790935375803,0.3512285408138815
2014-12-16,0.8581188265072793,0.3882305010711015
2014-12-17,0.8921316140464898,0.5532611523013906
2014-12-18,0.9985348439616072,0.6475860289054979
2014-12-19,0.9541517991161934,0.6013013587731216
2014-12-22,0.94718918406494,0.6952510091861303
2014-12-23,0.9641440306585559,0.740681081602169
2014-12-30,0.8841251996696906,0.6446036970277991
2015-01-05,0.837164065282145,0.5079955068175944
2015-01-06,0.8138897560286912,0.5254770134883815
2015-01-07,0.8295334411656913,0.5740498408810213
2015-01-08,0.8563570271246309,0.8489320820904711
2015-01-09,0.8799305744848429,0.7604520919376152
2015-01-12,0.8394109838408224,0.6678959032660294
2015-01-13,0.9163602778955573,0.7708602416895756
2015-01-14,0.8980985617071762,0.7099505052600006
2015-01-15,0.8730294785577947,0.7653594478133561
2015-01-16,0.8503606593325761,0.8654594959350803
2015-01-21,0.8943968492929377,0.8391270680863131
2015-01-22,0.9050102667714055,0.990538353166525
2015-01-23,0.8406239624832754,0.9709787119043312
2015-01-26,0.8516020362299244,0.9784843479673602
2015-01-27,0.8273758282295013,0.6986846196977533
2015-01-28,0.8828257671172896,0.6076353594560558
2015-01-29,0.8379435575593479,0.5602235553731422
2015-01-30,0.7855323364853252,0.5475465931022445
2015-02-02,0.8045537125283145,0.5815949601615924
2015-02-03,0.828094006127158,0.6678777047009241
2015-02-04,0.8049243428667421,0.6631380976976162
2015-02-05,0.9318034968030878,0.7320493095866842
2015-02-06,0.9422440130321077,0.7172828036348484
2015-02-09,0.8929586686242843,0.7385235782576932
2015-02-10,0.927634236365375,0.6941946234441333
2015-02-11,0.9237956011622922,0.6678097282893859
2015-02-12,0.9789244201331542,0.7959573365020036
2015-02-13,1.0489906848585313,0.8895916792840325
2015-02-18,1.0403698560097325,0.8461564356032408
2015-02-19,1.0918309345686221,0.8993727286838599
2015-02-20,1.1134930656487458,1.066340979045819
2015-02-23,1.1730786809476779,1.1519843125001001
2015-02-24,1.1159111999076983,1.1917417629760623
2015-02-25,1.1195655008195982,1.2098640575558843
2015-02-26,1.0393078958015403,1.1492115513131074
2015-02-27,1.04847465099282,1.1139462380899274
2015-03-02,1.0511550832048195,1.30546194540483
2015-03-03,1.011190689670883,1.2426952920394516
2015-03-04,1.013621841516083,1.2466490595478403
2015-03-05,1.020729609044952,1.200700236753617
2015-03-06,1.0467518080432225,1.0785037317389183
2015-03-09,1.02878638009702,1.061209617152218
2015-03-10,1.0146750707196315,0.8006547647821369
2015-03-11,1.0085541523434514,0.7334673931719397
2015-03-12,1.0583878896168448,0.721911004858309
2015-03-13,1.0522026911622422,0.6696766457794576
2015-03-16,1.0557073843208382,0.7641313291904505
2015-03-17,1.0876238007439591,0.7262772451112278
2015-03-18,1.0538874138938652,0.8325703041005802
2015-03-19,1.0571428657062112,0.8056143149321254
2015-03-20,1.0460394086896356,0.8627813060899877
2015-03-23,1.033227395121385,0.8823911084613735
2015-03-24,1.0612465667348108,0.854523160114705
2015-03-25,0.989301895543137,0.6719791950899547
2015-03-26,0.9785985430645903,0.6730865121236992
2015-03-27,0.9221441387092604,0.5631633795319975
2015-03-30,0.9390069588206069,0.6363961630094932
2015-03-31,0.889164898308535,0.5006323410605681
2015-04-01,0.8783519698268928,0.5398755832120651
2015-04-02,0.8887902478018876,0.5359972454360314
2015-04-07,0.9050018022026352,0.6140231949703376
2015-04-08,0.9085063737380201,0.5984925154590123
2015-04-09,0.9239028351314766,0.7715986147740533
2015-04-10,0.9453970066893973,0.8581519157409022
2015-04-13,0.9197449233443629,0.8047083016273906
2015-04-14,0.8887074224044937,0.7051636270726483
2015-04-15,0.9141363244844266,0.7988674095972579
2015-04-16,0.8883815046493755,0.7371719168228832
2015-04-17,0.8710859583572509,0.6335896038672246
2015-04-20,0.8814125944638332,0.7815366765792474
2015-04-21,0.8686828956456231,0.7360398943469311
2015-04-22,0.8792306939064435,0.8407309394810961
2015-04-23,0.8945843937438056,0.9125512048481772
2015-04-24,0.928593969915928,1.0076182579431725
2015-04-27,0.8986719535358284,0.9550710750945154
2015-04-28,0.8894589684394676,0.8912470036831689
2015-04-29,0.8336330371786388,0.8445529653290806
2015-04-30,0.8149903888665878,0.799613519462353
2015-05-06,0.8001555810055188,0.8445240813717904
2015-05-07,0.7895243597515303,1.004515159628842
2015-05-08,0.8131681894423662,1.1417461968174474
2015-05-11,0.8303225336910979,1.0463025090315234
2015-05-12,0.7911694805212949,1.1178990776588598
2015-05-13,0.7905546027317931,1.2353275413172888
2015-05-14,0.829163191302145,1.285249549636896
2015-05-15,0.7858171090173632,1.257865890762322
2015-05-18,0.7859064996842983,1.1754364887102011
2015-05-19,0.7939076564663634,1.1450154223527973
2015-05-20,0.7892364161637855,1.0900287919136629
2015-05-21,0.7971766381546284,1.1225053781757632
2015-05-22,0.7631812037213251,0.9112422229690659
2015-05-26,0.7248326990250906,0.910288144347967
2015-05-27,0.7860830312560085,0.9698961228201227
2015-05-28,0.760188244633505,0.9204443371918127
2015-05-29,0.7517786222977999,0.8508501900321799
2015-06-01,0.789820109834488,0.9624444694772843
2015-06-02,0.8255978889371062,0.9581024306628404
2015-06-03,0.8061508489492227,0.9672796653765248
2015-06-04,0.7585185719194388,0.896049280647107
2015-06-05,0.742531830554783,0.7791650061726314
2015-06-08,0.7079362798857916,0.6855341741575385
2015-06-09,0.6650040508144099,0.710936917120216
2015-06-10,0.6853977348421805,0.8795227468094208
2015-06-11,0.6802764778678614,0.8831734797758973
2015-06-12,0.659952400736935,0.743748652797112
2015-06-15,0.6235861673612674,0.7117441488933578
2015-06-16,0.6379444745211655,0.6746176922448793
2015-06-17,0.6451261613102336,0.6341022840000503
2015-06-18,0.688493356358765,0.7032508666317
2015-06-19,0.680411494608565,0.6340949916204163
2015-06-22,0.6700377891243535,0.6886687787215613
2015-06-23,0.6669792388672664,0.6223965599147594
2015-06-24,0.6732211672291717,0.5910170599518159
2015-06-25,0.6750894319303219,0.5382792191480741
2015-06-26,0.6543433458124736,0.5031982764685093
2015-06-29,0.5615426014665091,0.28533560202339237
2015-06-30,0.5530261293733721,0.20897595017747939
2015-07-01,0.6082405036114248,0.23076269292759843
2015-07-02,0.6115030857577519,0.26490434308392063
2015-07-07,0.6615087300785785,0.2274005961675824
2015-07-08,0.6268103459050779,0.1751365543191004
2015-07-09,0.5871763648125053,0.21435630585415094
2015-07-10,0.6543318187243067,0.3194261997555034
2015-07-13,0.7193353016485157,0.5032308616774621
2015-07-14,0.6792462642404964,0.4804133403785332
2015-07-15,0.6704885876275388,0.41990728407322686
2015-07-16,0.7170241974228471,0.5025012150948978
2015-07-17,0.7362921053858248,0.587210366045216
2015-07-20,0.7631020589877239,0.5744257079026611
2015-07-21,0.7771487466153914,0.6327025347182176
2015-07-22,0.6839874203571517,0.4672757658322163
2015-07-23,0.6652689704058402,0.4756793542096975
2015-07-24,0.6333817304223891,0.34043462935453495
2015-07-27,0.6372728030029081,0.3115027234723525
2015-07-28,0.6805683498188775,0.30713327404239804
2015-07-29,0.7659421929005611,0.383002510838076
2015-07-30,0.7939945829347976,0.3864022302836575
2015-07-31,0.8069602301742637,0.42262073938018446
2015-08-03,0.7941759171971698,0.4174100679011947
2015-08-04,0.7803070936548324,0.43766181456107706
2015-08-05,0.8642111028241946,0.49086822415490855
2015-08-06,0.8439692496399814,0.38152411347338827
2015-08-07,0.832966865070323,0.3896532766816048
2015-08-10,0.9059427410024045,0.404087502866677
2015-08-11,0.9231482595854476,0.37459853554465294
2015-08-12,0.8611424023620118,0.2741210147036391
2015-08-13,0.8631829638809012,0.2948678992784884
2015-08-14,0.8918096997470277,0.27750945098883034
2015-08-17,0.9021102348199465,0.3180794656669539
2015-08-18,0.8789537658178925,0.2879293645832996
2015-08-19,0.8231092140836326,0.26270959458716175
2015-08-20,0.8134748921524686,0.16542363904315935
2015-08-21,0.7169755602389403,-0.11215347224382859
2015-08-24,0.6443843056461986,-0.4178749155073189
2015-08-25,0.5696606295387416,-0.285079583055036
2015-08-26,0.6317542266380216,-0.09651460208445224
2015-08-27,0.7041248680106298,0.1180869907289614
2015-08-28,0.7507971369340352,0.18739225162103607
2015-09-01,0.6231871398373937,-0.06781074456437744
2015-09-02,0.6851978463653409,0.08584338382050767
2015-09-03,0.683126672745808,0.0722355034873619
2015-09-04,0.6212494054659503,-0.08332973715776038
2015-09-09,0.5765802463170028,-0.13942167513476658
2015-09-10,0.5303489426301127,-0.20064773629365473
2015-09-11,0.4819477859871754,-0.33115781942704026
2015-09-14,0.5288304631879248,-0.3633342138961164
2015-09-15,0.5578853402992592,-0.3160508130743943
2015-09-16,0.6367720919926566,-0.2838138933388212
2015-09-17,0.6114019181865477,-0.2899585295882956
2015-09-18,0.5582196357925865,-0.40323579380006724
2015-09-21,0.5820250396092247,-0.37808486654046963
2015-09-22,0.49671886904606755,-0.4498354814172377
2015-09-23,0.49239826614003634,-0.46082293822846304
2015-09-24,0.47666933856908333,-0.45890084923163577
2015-09-25,0.5262159012075882,-0.4378240991519755
2015-09-28,0.4575569596057882,-0.5643873015516646
2015-09-29,0.4591974247901912,-0.6151390447875619
2015-09-30,0.5214826089809395,-0.5242860228285209
2015-10-01,0.5483804033004512,-0.5257811753224442
2015-10-02,0.5474794197460445,-0.42642045353096236
2015-10-05,0.5972876097656391,-0.3344463956051388
2015-10-06,0.607429718112725,-0.29521950481818054
2015-10-07,0.6014374959522026,-0.2421891124769923
2015-10-08,0.5882858564986169,-0.17646946521950743
2015-10-09,0.6249379340287643,-0.17615756708051988
2015-10-12,0.6460584490120823,-0.20104796562740257
2015-10-13,0.6615565325882453,-0.23704209804860354
2015-10-14,0.667877722100862,-0.25806784406127764
2015-10-15,0.6514821586965777,-0.15790809189661703
2015-10-16,0.6265564294320103,-0.0998735772710783
2015-10-19,0.6314151718401515,-0.1388049914577912
2015-10-20,0.622958703654915,-0.054733809422672836
2015-10-21,0.6035337815360887,-0.12850153794235042
2015-10-22,0.6596326117429705,-0.03078099305596108
2015-10-23,0.6893883838000352,0.19567708929621408
2015-10-26,0.68276712868969,0.2703154196086606
2015-10-27,0.5970297195317303,0.15978971019652238
2015-10-28,0.6299667355724115,0.3225739221836155
2015-10-29,0.6073333872832876,0.2385873909682517
2015-10-30,0.5781013157201101,0.2703391892507751
2015-11-02,0.601596178804714,0.49898697798483743
2015-11-03,0.6228834062280971,0.6480698771684005
2015-11-04,0.6230480706398869,0.6351765984112812
2015-11-05,0.5913692141618582,0.6763864607722763
2015-11-06,0.6369685094783378,0.7406129016611319
2015-11-09,0.6145862697839045,0.6101888300211662
2015-11-10,0.6051227033825908,0.5300622194095815
2015-11-11,0.6114848185222829,0.4123825068647714
2015-11-12,0.5867871959908936,0.3063904913750277
2015-11-13,0.5584195194009474,0.17582522262841577
2015-11-16,0.5873813514730758,0.18128764294472788
2015-11-17,0.583765504574305,0.20698844985282747
2015-11-18,0.646630894094855,0.22478013083193465
2015-11-19,0.6491786735413001,0.2583213570204885
2015-11-20,0.6541097701745445,0.29150434976390416
2015-11-23,0.5932427729499448,0.14112849226794322
2015-11-24,0.5895893695363188,0.12517416927821895
2015-11-25,0.6049261665156725,0.12951040970856564
2015-11-30,0.613282913213235,0.10681152669868303
2015-12-01,0.6591319318649993,0.20165280110620198
2015-12-02,0.6400520937758817,0.19844867254657178
2015-12-03,0.561066135603952,0.0632610590107222
2015-12-04,0.602068320694905,0.11305686735493617
2015-12-07,0.583782700773502,0.06515888302666008
2015-12-08,0.5462857514019229,-0.021073515958893545
2015-12-09,0.5307009413217164,-0.09594898636088267
2015-12-10,0.5283578983231928,-0.10122511912039747
2015-12-11,0.4983382108975534,-0.2486244223323731
2015-12-14,0.5151027546335072,-0.25076328591400876
2015-12-15,0.5668964102603391,-0.17669054286042188
2015-12-16,0.5975931989414703,-0.11774440540164369
2015-12-17,0.6104322151235031,-0.14301143581450573
2015-12-18,0.5661172469189242,-0.224315694317248
2015-12-21,0.570339240740876,-0.24762301316174687
2015-12-22,0.5987388485758427,-0.1462824287952537
2015-12-23,0.658643979247761,-0.08911263220097207
2015-12-30,0.6643073725236379,-0.19144422522580226
2016-01-05,0.6639788858691864,-0.22284027306054674
2016-01-06,0.6126637700425551,-0.3250315344025888
2016-01-07,0.5656707106257651,-0.4228647554189289
2016-01-08,0.5356684395805955,-0.4212081967585005
2016-01-11,0.5015719049703669,-0.3390016465364582
2016-01-12,0.513919872299536,-0.26452481021648155
2016-01-13,0.49527949560607964,-0.23919706603068924
2016-01-14,0.6034654283749195,-0.12009258718763284
2016-01-15,0.5463928009707295,-0.23349231537206222
2016-01-20,0.5337677238543251,-0.4045148055985643
2016-01-21,0.5693514164542441,-0.4411195527964064
2016-01-22,0.6256855582495705,-0.3110509542987458
2016-01-25,0.6007956619769651,-0.4246699220284419
2016-01-26,0.580100651722385,-0.38059264195355447
2016-01-27,0.5781921688847531,-0.4051865088205728
2016-01-28,0.5893645620250416,-0.2596980857947276
2016-01-29,0.6473072067538758,-0.07941743560423413
2016-02-01,0.7045451042240217,-0.12960014479868787
2016-02-02,0.6846977542112217,-0.4000774119030929
2016-02-03,0.6820879969095597,-0.3524515772246431
2016-02-04,0.6977534248858283,-0.2778226608825386
2016-02-05,0.6686987506704763,-0.4309166601784233
2016-02-08,0.6607096015829489,-0.4518799269899774
2016-02-09,0.6481728889222147,-0.49327122961248093
2016-02-10,0.6622565044880456,-0.5191637185964103
2016-02-11,0.56855730952264,-0.6267028293327913
2016-02-12,0.6041656531147478,-0.5979575495970976
2016-02-17,0.6543138013816865,-0.4591991278616255
2016-02-18,0.6320889499944095,-0.4897364059406059
2016-02-19,0.6257523445931696,-0.37193121849438676
2016-02-22,0.6412493300237987,-0.2615012383869006
2016-02-23,0.5900061198811878,-0.3152903663295612
2016-02-24,0.5985288626476192,-0.2772516541249017
2016-02-25,0.6395516568070467,-0.22582843903396288
2016-02-26,0.6486490656030618,-0.28732909500170156
2016-02-29,0.6560429156619956,-0.2895368784749092
2016-03-01,0.6926949281319422,-0.20504653557068805
2016-03-02,0.7152188349587537,-0.1959955550885708
2016-03-03,0.719534691026204,-0.1686786010688215
2016-03-04,0.7113308221894012,-0.17342260848544352
2016-03-07,0.7125817194746328,-0.1850071650859367
2016-03-08,0.698948999108516,-0.2922313102626153
2016-03-09,0.7425801742197095,-0.28409410164869453
2016-03-10,0.7021219083032049,-0.3333558527456173
2016-03-11,0.7109531696788319,-0.2245859872125302
2016-03-14,0.7011285965338998,-0.272076966453176
2016-03-15,0.7086976788506553,-0.28064784800218384
2016-03-16,0.7420549970834054,-0.2461112273074788
2016-03-17,0.7780595183298897,-0.20600667729277714
2016-03-18,0.7720466454194483,-0.22635737812420464
2016-03-21,0.7669097257104934,-0.20696033635627886
2016-03-22,0.7761071791724146,-0.2113395735707993
2016-03-23,0.7624245816252581,-0.20596265512687642
2016-03-24,0.7365610922962089,-0.22891936591749515
2016-03-29,0.7381430416822311,-0.2114069451278377
2016-03-30,0.7548506166406815,-0.12997493681149302
2016-03-31,0.7633145478692629,-0.1430906696706117
2016-04-01,0.7590468821841331,-0.04726816293104922
2016-04-04,0.7535245354827179,-0.04342785285879327
2016-04-05,0.7614615632148336,-0.026549886046968608
2016-04-06,0.7914367954946202,0.05105561411152154
2016-04-07,0.7321478731956277,-0.04747461297840534
2016-04-08,0.7728172543140779,-0.03171759275649579
2016-04-11,0.7763648244766812,-0.0739792968431294
2016-04-12,0.7692272719321772,-0.03800211803835365
2016-04-13,0.7914817093620418,0.024168500431653056
2016-04-14,0.8031213508809025,0.007449224641055357
2016-04-15,0.804502079016188,-0.02662374063908151
2016-04-18,0.77288645752217,0.0707697918434151
2016-04-19,0.8108343288275555,0.10197848377662838
2016-04-20,0.7854737374431183,0.09157023806249193
2016-04-21,0.7823448046592621,0.032628080969239234
2016-04-22,0.7627597052422361,0.02772481285088972
2016-04-25,0.7248222855244929,-0.011219905233059642
2016-04-26,0.715042551588922,-0.004028839361755313
2016-04-27,0.7114177182249759,-0.09550739262007943
2016-04-28,0.6683062406911698,-0.14267627279842846
2016-04-29,0.6432770211042794,-0.2674511458494306
2016-05-03,0.6423666570722616,-0.29131165352239896
2016-05-04,0.638195469080814,-0.3425998416266703
2016-05-05,0.6633977342247889,-0.3161785907197383
2016-05-06,0.6424429386342156,-0.3422885353078651
2016-05-09,0.6544964496751668,-0.34914612135520434
2016-05-10,0.679293517456209,-0.21909110281845903
2016-05-11,0.6631801885108879,-0.25897471961228935
2016-05-12,0.6444473693773536,-0.28980914388767476
2016-05-13,0.6425572344574283,-0.3021110054909815
2016-05-18,0.6424249189920178,-0.30260840311874376
2016-05-19,0.5906916649497277,-0.4565984606178907
2016-05-20,0.6043171205654361,-0.39329884028930695
2016-05-23,0.5916980710626519,-0.40761438710935977
2016-05-24,0.6123994804789724,-0.29520150344748336
2016-05-25,0.627436774509473,-0.18559916702938312
2016-05-26,0.6467192452703435,-0.13764956639625414
2016-05-27,0.6555047159562666,-0.12733255146601133
2016-05-31,0.643081980424197,-0.21128387602348517
2016-06-01,0.6520995415016375,-0.19116539095712262
2016-06-02,0.6592953021476163,-0.14291895688149378
2016-06-03,0.6577295542545698,-0.1758566011349877
2016-06-06,0.6659430423109552,-0.2009897552080569
2016-06-07,0.6885277118894876,-0.1795897131513934
2016-06-08,0.6962167618203065,-0.1472559709966048
2016-06-09,0.6843637589600527,-0.17758796628849743
2016-06-10,0.6349990089924739,-0.26306297122980227
2016-06-13,0.6110821403214167,-0.33991844790280423
2016-06-14,0.6037427241751652,-0.27387816639809376
2016-06-15,0.6221162207181467,-0.20935751276150735
2016-06-16,0.6410300391123044,-0.29604570225505544
2016-06-17,0.630880885263695,-0.31589723442158224
2016-06-20,0.6772813875435819,-0.2064255180201589
2016-06-21,0.6871247543593976,-0.17506691361772247
2016-06-22,0.6747368665975862,-0.15984530774021144
2016-06-23,0.662986788601479,-0.1202473018332809
2016-06-24,0.5853347839253168,-0.2762673920084735
2016-06-27,0.5298983067270886,-0.38949209429443926
2016-06-28,0.6160825398543602,-0.21993824883152857
2016-06-29,0.6417993668341568,-0.11831946322204895
2016-06-30,0.718161545015822,-0.09720748365351552
2016-07-01,0.7576092075884637,-0.09128132404357067
2016-07-06,0.7277472978425745,-0.028834499449602688
2016-07-07,0.7260107072161163,0.08151867189497194
2016-07-08,0.7331608126857972,0.15321357990241338
2016-07-11,0.7294453111912463,0.19716858421368433
2016-07-12,0.7414711292410067,0.17109092060351608
2016-07-13,0.7542792442382914,0.20346060691687382
2016-07-14,0.7353147985246362,0.19490014764787003
2016-07-15,0.721390486101835,0.19659932222704513
2016-07-18,0.70844113784197,0.2502965152945647
2016-07-19,0.6869819476628236,0.23826029522831876
2016-07-20,0.731864786690821,0.4301395282640768
2016-07-21,0.725222012187322,0.5307188449029375
2016-07-22,0.728731268738335,0.6008791967830848
2016-07-25,0.7122452642982043,0.5558587171188201
2016-07-26,0.7034456103765019,0.5584577274299977
2016-07-27,0.7092494546597583,0.6166904785839136
2016-07-28,0.7163274272716145,0.6721806425811842
2016-07-29,0.6939226268133035,0.6880398358120751
2016-08-01,0.6883196219583168,0.6333924746935053
2016-08-02,0.6585411070830177,0.46886983922837977
2016-08-03,0.6665244797287921,0.4724877005460136
2016-08-04,0.7006083342568655,0.5205289397572903
2016-08-05,0.7313886241961441,0.5211022184993122
2016-08-08,0.7102810749735088,0.4652032411225312
2016-08-09,0.7408284233693457,0.50896762143297
2016-08-10,0.7304275200332879,0.49169124474600956
2016-08-11,0.7611827530282093,0.6215316025889183
2016-08-12,0.7642947703531768,0.6232683953911353
2016-08-15,0.7880547510231893,0.7344967597584516
2016-08-16,0.801421021874022,0.7266061606597826
2016-08-17,0.8000790367971297,0.6618455194830595
2016-08-18,0.770473003255571,0.6284687087908598
2016-08-19,0.7830307325238601,0.6196745336861068
2016-08-22,0.8101960766401785,0.6298151396494099
2016-08-23,0.8223701573491982,0.6483492091343942
2016-08-24,0.7925665063655857,0.6255528633252889
2016-08-25,0.8006468344808161,0.5595252672557819
2016-08-26,0.7783842782058307,0.6146835160619009
2016-08-30,0.760375978265468,0.6173412122663641
2016-08-31,0.7768056468248609,0.5369993790009002
2016-09-01,0.8354917442116992,0.6181134376724905
2016-09-02,0.8511103503793594,0.6826961216365811
2016-09-07,0.8771680190608939,0.6815340297993657
2016-09-08,0.8391714421978306,0.6344818918476366
2016-09-09,0.766319608394767,0.4865696590906582
2016-09-12,0.7679246924450007,0.5653366976698447
2016-09-13,0.7547365073531149,0.5811383044118092
2016-09-14,0.7386868366258585,0.6783249451254443
2016-09-15,0.7694486486645453,0.9713465583304137
2016-09-16,0.762770762881393,1.2648371362673623
2016-09-19,0.7770896286547838,1.2844365535345725
2016-09-20,0.7492083756752776,1.1420102182902612
2016-09-21,0.7688499111446327,1.0199445842929735
2016-09-22,0.7549142956491355,1.040755535620094
2016-09-23,0.7427231120316589,1.2928353280178417
2016-09-26,0.7187414683225282,1.1479195373648987
2016-09-27,0.7356125461662514,1.1725640454400679
2016-09-28,0.7499805690607537,1.3279676654224308
2016-09-29,0.7543295901068758,1.377822021329495
2016-09-30,0.8078821791382831,1.4178580809611492
2016-10-05,0.807663846590444,1.5580007777959899
2016-10-06,0.8163756799229615,1.5897783439407263
2016-10-07,0.8100474205015764,1.5213559710113786
2016-10-10,0.8376027958894293,1.504321280542225
2016-10-11,0.8216184070811942,1.4872860355232613
2016-10-12,0.8092809575180699,1.5637230261021409
2016-10-13,0.7752758577670751,1.4993620258541187
2016-10-14,0.7737430378341772,1.610140402810562
2016-10-17,0.7499689760241152,1.5604092815309931
2016-10-18,0.76518531173552,1.6119593102392975
2016-10-19,0.7659796245287954,1.5585275523365283
2016-10-20,0.783350344216733,1.7477495327556751
2016-10-21,0.8003311030957957,1.7908533070968127
2016-10-24,0.8026687299886931,1.7385893909679129
2016-10-25,0.8138072669261646,1.7638517637483573
2016-10-26,0.7918716455816395,1.6500298608744615
2016-10-27,0.7540973977209495,1.5096223059227503
2016-10-28,0.7457736114336262,1.4479310390870248
2016-10-31,0.7677796415042538,1.3913144523187861
2016-11-01,0.7607766773259478,1.3401720897318392
2016-11-02,0.7421948358490821,1.26148445438333
2016-11-03,0.7172443093919856,1.2182817849679897
2016-11-04,0.7002583558134041,1.1661405970960297
2016-11-07,0.7338825801330735,1.2932521228716012
2016-11-08,0.7252976744972407,1.2578729179614554
2016-11-09,0.7820032134192795,1.2662472978112762
2016-11-10,0.769280984077742,1.2144554870001336
2016-11-11,0.7481373482065801,1.2156629582254892
2016-11-14,0.7487219081961478,1.227514921281364
2016-11-15,0.7787325976395645,1.219848309912523
2016-11-16,0.7901875021396648,1.0452231315573228
2016-11-17,0.8046775077803896,1.095129086073379
2016-11-18,0.8052470700558406,1.32395631726223
2016-11-21,0.7901798295802006,1.2582009465976676
2016-11-22,0.8167629599871644,1.3272074600423351
2016-11-23,0.8128292825090423,1.353310623666727
2016-11-28,0.8052154370505049,1.2673922583725097
2016-11-29,0.8057213152561289,1.2092936844691087
2016-11-30,0.8054142877499622,1.1866437195681898
2016-12-01,0.7624280292765272,1.142896611160902
2016-12-02,0.7457801586240735,1.0890675527485896
2016-12-05,0.7685684052198061,1.1933220313105273
2016-12-06,0.7826043344374044,1.231780956383204
2016-12-07,0.8240996179362434,1.3383845453775844
2016-12-08,0.8365165582704414,1.4551588537795237
2016-12-09,0.8401339864501156,1.5672983192752383
2016-12-12,0.8524289188087291,1.5106092454164655
2016-12-13,0.8852402731278106,1.5445618305519262
2016-12-14,0.871423800301395,1.4411549124826484
2016-12-15,0.8735724314572291,1.4136181906004714
2016-12-16,0.8782495467215911,1.3661755384279586
2016-12-19,0.9084610256494288,1.4208731418520901
2016-12-20,0.9204423146536883,1.4524148340252312
2016-12-21,0.8801111293862068,1.4491109248678726
2016-12-22,0.8675554970040392,1.4235770534109884
2016-12-23,0.8576962219888866,1.3375787788564595
2016-12-28,0.851668533374526,1.316545459882338
2016-12-29,0.8304102951848658,1.443278294222218
2016-12-30,0.802333759891882,1.323392618486893
2017-01-03,0.7897551254812103,1.4523328560435067
2017-01-04,0.7826078289424994,1.5717398179144217
2017-01-05,0.770328242939314,1.6214811298080878
2017-01-06,0.7960451857850662,1.679709865028701
2017-01-09,0.797229324795438,1.853246414503773
2017-01-10,0.7827311155283466,1.8818572587613862
2017-01-11,0.79358098593364,1.8396829299319755
2017-01-12,0.7778780441519068,1.7012191264485952
2017-01-13,0.7801357947027691,1.747880058132746
2017-01-18,0.7904594846732474,1.8360417708463241
2017-01-19,0.7756704358870116,1.7849462404837921
2017-01-20,0.7749248305044883,1.7295607467799645
2017-01-23,0.752182413937446,1.6264705802274828
2017-01-24,0.7559904676033532,1.7476305089424944
2017-01-25,0.7986963974107749,1.8528439553952738
2017-01-26,0.7856259910307322,2.00371994718679
2017-01-27,0.7897626902837026,2.2159405869517834
2017-01-30,0.7648819434279521,2.192908421915423
2017-01-31,0.7471289414851663,2.1665506014575198
2017-02-01,0.7570439261794161,2.1582030653303903
2017-02-02,0.7571737664722189,2.297078615285537
2017-02-03,0.7863872202610804,2.285856112593497
2017-02-06,0.8126163992924994,2.523645921654439
2017-02-07,0.826021881051853,2.663998645366216
